2021/01/29 08:10:37.356|OPE:FormCreatePPROGRAM FILE CREATOR  Ver.1.0.0.0  2021/01/29 8:10:36
2021/01/29 08:10:37.551|OPE:TXPTLayoutForm.MakeConponent
2021/01/29 08:10:37.611|OPE:FormShow
2021/01/29 08:10:37.621|OPE:TGroupCategoryForm.MakeCategoryPanel
2021/01/29 08:10:37.641|OPE:TGroupForm.MakeComponent
2021/01/29 08:10:37.671|OPE:TListForm.MakeComponent
2021/01/29 08:10:37.693|OPE:TXPTLayoutForm.MakeConponent
2021/01/29 08:10:37.704|OPE:TProgramListForm.MakeComponent
2021/01/29 08:10:37.726|OPE:TXPTLayoutForm.MakeConponent
2021/01/29 08:10:37.735|OPE:LoadDatabase
2021/01/29 08:10:45.728|OPE:MakeLayoutWorkData
2021/01/29 08:10:45.736|OPE:GetLayoutTable
2021/01/29 08:10:45.743|OPE:GetLayoutTable
2021/01/29 08:10:45.749|OPE:GetLayoutTable
2021/01/29 08:10:45.757|OPE:GetLayoutTable
2021/01/29 08:10:45.763|OPE:GetLayoutTable
2021/01/29 08:10:45.769|OPE:GetLayoutTable
2021/01/29 08:10:45.775|OPE:GetLayoutTable
2021/01/29 08:10:45.782|OPE:GetLayoutTable
2021/01/29 08:10:45.788|OPE:GetLayoutTable
2021/01/29 08:10:45.794|OPE:GetLayoutTable
2021/01/29 08:10:45.801|OPE:GetLayoutTable
2021/01/29 08:10:45.807|OPE:GetLayoutTable
2021/01/29 08:10:45.813|OPE:GetLayoutTable
2021/01/29 08:10:45.820|OPE:GetLayoutTable
2021/01/29 08:10:45.826|OPE:GetLayoutTable
2021/01/29 08:10:45.832|OPE:GetLayoutTable
2021/01/29 08:10:45.838|OPE:GetLayoutTable
2021/01/29 08:10:45.845|OPE:GetLayoutTable
2021/01/29 08:10:45.851|OPE:GetLayoutTable
2021/01/29 08:10:45.857|OPE:GetLayoutTable
2021/01/29 08:10:45.863|OPE:MakePanelLayoutWorkData(PANEL)
2021/01/29 08:10:45.875|OPE:MakeListLayoutWorkData2
2021/01/29 08:10:45.883|OPE:MakeUndo 0/1  
2021/01/29 08:10:45.889|OPE:MakePanelKeyWork
