2021/01/25 17:10:31.298|OPE:FormCreatePPROGRAM FILE CREATOR  Ver.1.0.0.0  2021/01/25 17:10:30
2021/01/25 17:10:31.451|OPE:FormShow
2021/01/25 17:10:31.463|OPE:TGroupCategoryForm.MakeCategoryPanel
2021/01/25 17:10:31.485|OPE:TGroupForm.MakeComponent
2021/01/25 17:10:31.517|OPE:TListForm.MakeComponent
2021/01/25 17:10:31.541|OPE:TXPTLayoutForm.MakeConponent
2021/01/25 17:10:31.552|OPE:TProgramListForm.MakeComponent
2021/01/25 17:10:31.571|OPE:LoadDatabase
2021/01/25 17:10:39.790|OPE:MakeLayoutWorkData
2021/01/25 17:10:39.797|OPE:GetLayoutTable
2021/01/25 17:10:39.805|OPE:GetLayoutTable
2021/01/25 17:10:39.814|OPE:GetLayoutTable
2021/01/25 17:10:39.822|OPE:GetLayoutTable
2021/01/25 17:10:39.830|OPE:GetLayoutTable
2021/01/25 17:10:39.836|OPE:GetLayoutTable
2021/01/25 17:10:39.842|OPE:GetLayoutTable
2021/01/25 17:10:39.848|OPE:GetLayoutTable
2021/01/25 17:10:39.854|OPE:GetLayoutTable
2021/01/25 17:10:39.861|OPE:GetLayoutTable
2021/01/25 17:10:39.867|OPE:GetLayoutTable
2021/01/25 17:10:39.873|OPE:GetLayoutTable
2021/01/25 17:10:39.880|OPE:GetLayoutTable
2021/01/25 17:10:39.886|OPE:GetLayoutTable
2021/01/25 17:10:39.892|OPE:GetLayoutTable
2021/01/25 17:10:39.899|OPE:GetLayoutTable
2021/01/25 17:10:39.905|OPE:GetLayoutTable
2021/01/25 17:10:39.911|OPE:GetLayoutTable
2021/01/25 17:10:39.918|OPE:GetLayoutTable
2021/01/25 17:10:39.924|OPE:GetLayoutTable
2021/01/25 17:10:39.931|OPE:GetLayoutTable
2021/01/25 17:10:39.937|OPE:GetLayoutTable
2021/01/25 17:10:39.943|OPE:GetLayoutTable
2021/01/25 17:10:39.950|OPE:GetLayoutTable
2021/01/25 17:10:39.956|OPE:GetLayoutTable
2021/01/25 17:10:39.962|OPE:GetLayoutTable
2021/01/25 17:10:39.969|OPE:GetLayoutTable
2021/01/25 17:10:39.975|OPE:GetLayoutTable
2021/01/25 17:10:39.982|OPE:GetLayoutTable
2021/01/25 17:10:39.988|OPE:GetLayoutTable
2021/01/25 17:10:39.997|OPE:MakePanelLayoutWorkData(PANEL)
2021/01/25 17:10:40.010|OPE:MakeListLayoutWorkData2
